# 1-loop power spectrum calculated using an adaptive grid method
# The linear power spectrum was generated using CAMB for Planck 2015 cosmology
# 0 : k (wavevector)
# 1 : linear power spectrum
# 2 : P_22
# 3 : P_13 


1.000000000000000048e-04 4.364357972966163857e+02 6.777779336387359165e-08 -8.867448545197837827e-05
1.004617332999999991e-04 4.383873370271485896e+02 6.903814746424297222e-08 -8.989542533622804958e-05
1.009255985999999989e-04 4.403530628120069537e+02 7.032193262532874781e-08 -9.113430591112035406e-05
1.013916056999999949e-04 4.422967994088475052e+02 7.162959914998124016e-08 -9.238382584132783112e-05
1.018597644999999963e-04 4.442754351418475380e+02 7.296156162936552817e-08 -9.365602578562046414e-05
1.023300848999999987e-04 4.462404520512411068e+02 7.431830508165592043e-08 -9.494096415620681363e-05
1.028025769999999943e-04 4.482383127272654519e+02 7.570026947900965778e-08 -9.624871767892949977e-05
1.032772507000000059e-04 4.502613122316657837e+02 7.710793422851394162e-08 -9.757799412567181533e-05
1.037541160999999986e-04 4.522579966624991243e+02 7.854177386032976301e-08 -9.891787626120667658e-05
1.042331833999999966e-04 4.543024911914509403e+02 8.000229331985666896e-08 -1.002847560636951620e-04
1.047144627999999973e-04 4.563092037226380739e+02 8.148993478173468362e-08 -1.016600472528370318e-04
1.051979643000000011e-04 4.583431664289220748e+02 8.300524808006019836e-08 -1.030583330964625371e-04
1.056836983000000019e-04 4.604029982016232907e+02 8.454874408596024799e-08 -1.044796645663162709e-04
1.061716751000000018e-04 4.624254430756032548e+02 8.612093309372114086e-08 -1.059099154097467349e-04
1.066619050999999946e-04 4.645256447592865356e+02 8.772237112536711521e-08 -1.073756651890580454e-04
1.071543985999999960e-04 4.665843572053906314e+02 8.935355803961123637e-08 -1.088497959397841889e-04
1.076491661999999961e-04 4.686635589693903512e+02 9.101511745372336156e-08 -1.103468404824116042e-04
1.081462181999999972e-04 4.707547220383007698e+02 9.270755488994375101e-08 -1.118651148615274350e-04
1.086455652999999944e-04 4.728623134355073034e+02 9.443142102140985512e-08 -1.134059814176171800e-04
1.091472181000000051e-04 4.749537041063775860e+02 9.618737601611779330e-08 -1.149618669660491078e-04
1.096511871000000008e-04 4.770603651090625021e+02 9.797595124926059168e-08 -1.165405692398193088e-04
1.101574830999999953e-04 4.791825518530793602e+02 9.979784333468052262e-08 -1.181424748270974489e-04
1.106661169000000024e-04 4.813332028906977484e+02 1.016535650313470104e-07 -1.197711329764587990e-04
1.111770992000000037e-04 4.834992513493574506e+02 1.035438113274603367e-07 -1.214236856518435218e-04
1.116904409000000044e-04 4.856363322990102347e+02 1.054692042146482092e-07 -1.230892267353185900e-04
1.122061528999999963e-04 4.878022443268419011e+02 1.074303681492215574e-07 -1.247825723810492540e-04
1.127242460000000066e-04 4.899766240455355728e+02 1.094280120159982250e-07 -1.264989054969745011e-04
1.132447314000000014e-04 4.921872094210891078e+02 1.114628236713293991e-07 -1.282457543265891234e-04
1.137676199999999995e-04 4.943655961074089191e+02 1.135354312947706873e-07 -1.300056354566296851e-04
1.142929229999999942e-04 4.965959160863730517e+02 1.156465713021748039e-07 -1.318008913969138344e-04
1.148206515000000006e-04 4.988022096116690136e+02 1.177969899156868659e-07 -1.336118068849514648e-04
