#k Plin(k)
1.043191260E-05     4.931014196E+01
1.067531342E-05     5.041935857E+01
1.092439334E-05     5.155813981E+01
1.117928488E-05     5.272121895E+01
1.144012363E-05     5.390814302E+01
1.170704836E-05     5.512268621E+01
1.198020106E-05     5.636742092E+01
1.225972705E-05     5.763631656E+01
1.254577504E-05     5.893475331E+01
1.283849719E-05     6.026510324E+01
1.313804923E-05     6.162211734E+01
1.344459051E-05     6.301469202E+01
1.375828412E-05     6.443389224E+01
1.407929693E-05     6.588668180E+01
1.440779972E-05     6.737159811E+01
1.474396724E-05     6.889290579E+01
1.508797833E-05     7.044657188E+01
1.544001601E-05     7.203335997E+01
1.580026754E-05     7.365618512E+01
1.616892458E-05     7.531858932E+01
1.654618324E-05     7.701483723E+01
1.693224423E-05     7.875156301E+01
1.732731293E-05     8.052741595E+01
1.773159949E-05     8.234348212E+01
1.814531900E-05     8.420169433E+01
1.856869155E-05     8.609863664E+01
1.900194237E-05     8.804156580E+01
1.944530194E-05     9.002415550E+01
1.989900612E-05     9.205352139E+01
2.036329628E-05     9.412951049E+01
2.083841941E-05     9.625252505E+01
2.132462826E-05     9.842320234E+01
2.182218150E-05     1.006465865E+02
2.233134382E-05     1.029144523E+02
2.285238608E-05     1.052290771E+02
2.338558547E-05     1.076046964E+02
2.393122564E-05     1.100264269E+02
2.448959687E-05     1.125081816E+02
2.506099619E-05     1.150465439E+02
2.564572760E-05     1.176418218E+02
2.624410215E-05     1.202942416E+02
2.685643818E-05     1.230081579E+02
2.748306142E-05     1.257762456E+02
2.812430525E-05     1.286158778E+02
2.878051079E-05     1.315114087E+02
2.945202714E-05     1.344761085E+02
3.013921152E-05     1.375129822E+02
3.084242952E-05     1.406084107E+02
3.156205523E-05     1.437803482E+02
3.229847148E-05     1.470204251E+02
3.305207004E-05     1.503339372E+02
3.382325181E-05     1.537220737E+02
3.461242705E-05     1.571931973E+02
3.542001558E-05     1.607371902E+02
3.624644704E-05     1.643649082E+02
3.709216106E-05     1.680638583E+02
3.795760756E-05     1.718576333E+02
3.884324695E-05     1.757275823E+02
3.974955036E-05     1.796899163E+02
4.067699994E-05     1.837443365E+02
4.162608909E-05     1.878858016E+02
4.259732269E-05     1.921246430E+02
4.359121743E-05     1.964547057E+02
4.460830206E-05     2.008866510E+02
4.564911763E-05     2.054047517E+02
4.671421786E-05     2.100378819E+02
4.780416935E-05     2.147766930E+02
4.891955196E-05     2.196149222E+02
5.006095903E-05     2.245655027E+02
5.122899780E-05     2.296328132E+02
5.242428962E-05     2.348056557E+02
5.364747039E-05     2.401005910E+02
5.489919082E-05     2.455101638E+02
5.618011679E-05     2.510443450E+02
5.749092976E-05     2.567057840E+02
5.883232704E-05     2.624892323E+02
6.020502225E-05     2.684101750E+02
6.160974563E-05     2.744594678E+02
6.304724448E-05     2.806490424E+02
6.451828352E-05     2.869753526E+02
6.602364533E-05     2.934402644E+02
6.756413074E-05     3.000600038E+02
6.914055926E-05     3.068280202E+02
7.075376954E-05     3.137403945E+02
7.240461976E-05     3.208169593E+02
7.409398816E-05     3.280401357E+02
7.582277346E-05     3.354361142E+02
7.759189535E-05     3.430003641E+02
7.940229498E-05     3.507316755E+02
8.125493544E-05     3.586302621E+02
8.315080232E-05     3.667220132E+02
8.509090419E-05     3.749873326E+02
8.707627315E-05     3.834369193E+02
8.910796540E-05     3.920758048E+02
9.118706176E-05     4.009149173E+02
9.331466828E-05     4.099527059E+02
9.549191681E-05     4.191875616E+02
9.771996562E-05     4.286408544E+02
1.000000000E-04     4.382934181E+02
1.023332329E-04     4.481512315E+02
1.047209055E-04     4.582748555E+02
1.071642882E-04     4.686099880E+02
1.096646806E-04     4.791364623E+02
1.122234130E-04     4.899395629E+02
1.148418466E-04     5.009999273E+02
1.175213743E-04     5.122757001E+02
1.202634217E-04     5.238300671E+02
1.230694474E-04     5.356229891E+02
1.259409442E-04     5.476789428E+02
1.288794397E-04     5.600200546E+02
1.318864972E-04     5.726384579E+02
1.349637163E-04     5.855536383E+02
1.381127342E-04     5.987260529E+02
1.413352259E-04     6.122300478E+02
1.446329059E-04     6.260105578E+02
1.480075284E-04     6.401153447E+02
1.514608887E-04     6.545260946E+02
1.549948240E-04     6.692567887E+02
1.586112142E-04     6.843280788E+02
1.623119832E-04     6.997425475E+02
1.660990998E-04     7.155219384E+02
1.699745787E-04     7.316017540E+02
1.739404814E-04     7.480819320E+02
1.779989180E-04     7.649387669E+02
1.821520473E-04     7.821588421E+02
1.864020787E-04     7.997429451E+02
1.907512733E-04     8.177604996E+02
1.952019448E-04     8.361748411E+02
1.997564608E-04     8.549549242E+02
2.044172442E-04     8.741850177E+02
2.091867746E-04     8.938897497E+02
2.140675892E-04     9.139811637E+02
2.190622846E-04     9.345465640E+02
2.241735179E-04     9.555496410E+02
2.294040082E-04     9.770593666E+02
2.347565379E-04     9.990160208E+02
2.402339547E-04     1.021477383E+03
2.458391724E-04     1.044435863E+03
2.515751728E-04     1.067985321E+03
2.574450075E-04     1.091987381E+03
2.634517991E-04     1.116491789E+03
2.695987431E-04     1.141539844E+03
2.758891096E-04     1.167207977E+03
2.823262451E-04     1.193427247E+03
2.889135739E-04     1.220252299E+03
2.956546004E-04     1.247617127E+03
3.025529108E-04     1.275611728E+03
3.096121748E-04     1.304229608E+03
3.168361479E-04     1.333583744E+03
3.242286732E-04     1.363455973E+03
3.317936832E-04     1.394040336E+03
3.395352025E-04     1.425284049E+03
3.474573496E-04     1.457251144E+03
3.555643387E-04     1.489895255E+03
3.638604828E-04     1.523371198E+03
3.723501953E-04     1.557458209E+03
3.810379925E-04     1.592302124E+03
3.899284963E-04     1.627950154E+03
3.990264362E-04     1.664425064E+03
4.083366523E-04     1.701648339E+03
4.178640974E-04     1.739729455E+03
4.276138399E-04     1.778635753E+03
4.375910667E-04     1.818393588E+03
4.478010854E-04     1.858962814E+03
4.582493276E-04     1.900557415E+03
4.689413516E-04     1.943007659E+03
4.798828455E-04     1.986371708E+03
4.910796299E-04     2.030662291E+03
5.025376613E-04     2.075926447E+03
5.142630354E-04     2.122169955E+03
5.262619896E-04     2.169468123E+03
5.385409075E-04     2.217784742E+03
5.511063211E-04     2.267079217E+03
5.639649150E-04     2.317509216E+03
5.771235299E-04     2.369047487E+03
5.905891659E-04     2.421685798E+03
6.043689866E-04     2.475438961E+03
6.184703226E-04     2.530395675E+03
6.329006756E-04     2.586557598E+03
6.476677223E-04     2.643813960E+03
6.627793187E-04     2.702396388E+03
6.782435037E-04     2.762156912E+03
6.940685042E-04     2.823243055E+03
7.102627389E-04     2.885632240E+03
7.268348227E-04     2.949349324E+03
7.437935719E-04     3.014401594E+03
7.611480081E-04     3.080868593E+03
7.789073638E-04     3.148719687E+03
7.970810866E-04     3.218009710E+03
8.156788447E-04     3.288772515E+03
8.347105318E-04     3.360897339E+03
8.541862725E-04     3.434647496E+03
8.741164275E-04     3.509953849E+03
8.945115995E-04     3.586781543E+03
9.153826384E-04     3.665252040E+03
9.367406472E-04     3.745331514E+03
9.585969881E-04     3.827014907E+03
9.809632883E-04     3.910418434E+03
1.003851446E-03     3.995497381E+03
1.027273639E-03     4.082199581E+03
1.051242325E-03     4.170925637E+03
1.075770257E-03     4.261343656E+03
1.100870482E-03     4.353615883E+03
1.126556354E-03     4.447646825E+03
1.152841538E-03     4.543527586E+03
1.179740016E-03     4.641505897E+03
1.207266098E-03     4.741521996E+03
1.235434427E-03     4.843095601E+03
1.264259990E-03     4.946957566E+03
1.293758120E-03     5.052852150E+03
1.323944510E-03     5.160812933E+03
1.354835218E-03     5.271038559E+03
1.386446679E-03     5.383008935E+03
1.418795709E-03     5.497313936E+03
1.451899518E-03     5.613656648E+03
1.485775715E-03     5.732557087E+03
1.520442322E-03     5.853294101E+03
1.555917783E-03     5.976541265E+03
1.592220968E-03     6.102092603E+03
1.629371191E-03     6.229784600E+03
1.667388216E-03     6.360023337E+03
1.706292266E-03     6.492550540E+03
1.746104039E-03     6.627508411E+03
1.786844712E-03     6.764911490E+03
1.828535961E-03     6.904669869E+03
1.871199964E-03     7.047062289E+03
1.914859417E-03     7.191583176E+03
1.959537546E-03     7.339052497E+03
2.005258121E-03     7.488774997E+03
2.052045463E-03     7.640905125E+03
2.099924463E-03     7.795975866E+03
2.148920591E-03     7.953577938E+03
2.199059913E-03     8.113591130E+03
2.250369102E-03     8.276414527E+03
2.302875454E-03     8.441511995E+03
2.356606902E-03     8.609624932E+03
2.411592029E-03     8.780320194E+03
2.467860087E-03     8.953409881E+03
2.525441011E-03     9.129616887E+03
2.584365431E-03     9.308223406E+03
2.644664695E-03     9.489498049E+03
2.706370882E-03     9.673268871E+03
2.769516817E-03     9.860013254E+03
2.834136095E-03     1.004891935E+04
2.900263090E-03     1.024142465E+04
2.967932983E-03     1.043565216E+04
3.037181771E-03     1.063258578E+04
3.108046295E-03     1.083278682E+04
3.180564254E-03     1.103507846E+04
3.254774225E-03     1.123958241E+04
3.330715688E-03     1.144725922E+04
3.408429042E-03     1.165760439E+04
3.487955629E-03     1.186963129E+04
3.569337757E-03     1.208476625E+04
3.652618720E-03     1.230191443E+04
3.737842821E-03     1.252210843E+04
3.825055399E-03     1.274416713E+04
3.914302850E-03     1.296824443E+04
4.005632652E-03     1.319504555E+04
4.099093390E-03     1.342457377E+04
4.194734785E-03     1.365534518E+04
4.292607717E-03     1.388794517E+04
4.392764252E-03     1.412343608E+04
4.495257673E-03     1.435939163E+04
4.600142503E-03     1.459875316E+04
4.707474541E-03     1.483888073E+04
4.817310886E-03     1.508098131E+04
4.929709968E-03     1.532409361E+04
5.044731582E-03     1.556936336E+04
5.162436919E-03     1.581598657E+04
5.282888595E-03     1.606377254E+04
5.406150689E-03     1.631263328E+04
5.532288775E-03     1.656213890E+04
5.661369957E-03     1.681172446E+04
5.793462903E-03     1.706359680E+04
5.928637885E-03     1.731518468E+04
6.066966814E-03     1.756796534E+04
6.208523279E-03     1.781965069E+04
6.353382586E-03     1.807237225E+04
6.501621798E-03     1.832413386E+04
6.653319777E-03     1.857580850E+04
6.808557222E-03     1.882665792E+04
6.967416719E-03     1.907708953E+04
7.129982777E-03     1.932694623E+04
7.296341881E-03     1.957514868E+04
7.466582529E-03     1.982241911E+04
7.640795289E-03     2.006707407E+04
7.819072838E-03     2.031076865E+04
8.001510017E-03     2.055180538E+04
8.188203880E-03     2.079098395E+04
8.379253747E-03     2.102644154E+04
8.574761251E-03     2.126022327E+04
8.774830401E-03     2.148982621E+04
8.979567630E-03     2.171646540E+04
9.189081856E-03     2.193943344E+04
9.403484536E-03     2.215830343E+04
9.622889730E-03     2.237267513E+04
9.847414158E-03     2.258142381E+04
1.007717726E-02     2.278643233E+04
1.031230128E-02     2.298401713E+04
1.055291128E-02     2.317714812E+04
1.079913528E-02     2.336370350E+04
1.105110426E-02     2.354407393E+04
