1.000000000000000048e-04 4.364357972966163857e+02 6.777779336387359165e-08 -8.867448545197837827e-05 -5.865061716157618423e-04 2.098287957907471991e+03 9.325669523047217808e+02 -1.032914601625891000e-02 1.384205523017868061e-02 2.215319428249587509e+04 1.476865159627414141e+04 2.740177070999999996e+05 -3.910748320075945372e-04 2.797709070339567916e+03
1.004617332999999991e-04 4.383873370271485896e+02 6.903814746424297222e-08 -8.989542533622804958e-05 -5.919336267198529880e-04 2.098287951352463551e+03 9.325668990780543481e+02 -1.042474381437731752e-02 1.403241585197258744e-02 2.215319289935956476e+04 1.476864933691011174e+04 2.740176721999999718e+05 -3.946944517433892364e-04 2.797708986435462066e+03
1.009255985999999989e-04 4.403530628120069537e+02 7.032193262532874781e-08 -9.113430591112035406e-05 -5.974113975432710378e-04 2.098287944797455111e+03 9.325668450647859800e+02 -1.052122639827836152e-02 1.422583240612763054e-02 2.215319150898170119e+04 1.476864705582142597e+04 2.740176370999999926e+05 -3.983476397291393586e-04 2.797708899909352112e+03
1.013916056999999949e-04 4.422967994088475052e+02 7.162959914998124016e-08 -9.238382584132783112e-05 -6.029398579836895561e-04 2.098287936931445074e+03 9.325667905271168365e+02 -1.061860184663676772e-02 1.442066972054334428e-02 2.215319009687918151e+04 1.476864475300808590e+04 2.740176013999999850e+05 -4.020346461564019915e-04 2.797708813383242614e+03
1.018597644999999963e-04 4.442754351418475380e+02 7.296156162936552817e-08 -9.365602578562046414e-05 -6.085193268767122949e-04 2.098287931687438686e+03 9.325667355961472822e+02 -1.071687870593147733e-02 1.461909165702254126e-02 2.215318867753510858e+04 1.476864242847009155e+04 2.740175655000000261e+05 -4.057556832501257415e-04 2.797708726857132660e+03
1.023300848999999987e-04 4.462404520512411068e+02 7.431830508165592043e-08 -9.494096415620681363e-05 -6.141504303567323943e-04 2.098287925132430246e+03 9.325666780431744201e+02 -1.081606508959665619e-02 1.481961356229311369e-02 2.215318723646638318e+04 1.476864007496589329e+04 2.740175291999999899e+05 -4.095111694820408044e-04 2.797708632465013125e+03
1.028025769999999943e-04 4.482383127272654519e+02 7.570026947900965778e-08 -9.624871767892949977e-05 -6.198337368740697642e-04 2.098287917266420209e+03 9.325666220634034289e+02 -1.091616921968974543e-02 1.502364730189621918e-02 2.215318580263920740e+04 1.476863770697859036e+04 2.740174927000000025e+05 -4.133014843084677117e-04 2.797708545938903626e+03
1.032772507000000059e-04 4.502613122316657837e+02 7.710793422851394162e-08 -9.757799412567181533e-05 -6.255693387232411605e-04 2.098287910711411769e+03 9.325665638549297682e+02 -1.101719984979805320e-02 1.523094509626848198e-02 2.215318432536272667e+04 1.476863532450818639e+04 2.740174560000000056e+05 -4.171266893464843856e-04 2.797708451546784090e+03
1.037541160999999986e-04 4.522579966624991243e+02 7.854177386032976301e-08 -9.891787626120667658e-05 -6.313581168973626074e-04 2.098287904156403783e+03 9.325665066952574307e+02 -1.111916465596604793e-02 1.543996380676843604e-02 2.215318284808624594e+04 1.476863289858847384e+04 2.740174188999999897e+05 -4.209873728687560531e-04 2.797708359776668203e+03
1.042331833999999966e-04 4.543024911914509403e+02 8.000229331985666896e-08 -1.002847560636951620e-04 -6.372005653818596949e-04 2.098287894979392149e+03 9.325664495355849795e+02 -1.122207438755259794e-02 1.565318486975245463e-02 2.215318134908510910e+04 1.476863046542720986e+04 2.740173813000000082e+05 -4.248838641464596617e-04 2.797708270628555510e+03
1.047144627999999973e-04 4.563092037226380739e+02 8.148993478173468362e-08 -1.016600472528370318e-04 -6.430969820363095953e-04 2.098287888424383709e+03 9.325663902783098820e+02 -1.132593570388835437e-02 1.586770189971502959e-02 2.215317985008397227e+04 1.476862801054129159e+04 2.740173434000000125e+05 -4.288163628713682028e-04 2.797708176236435975e+03
1.051979643000000011e-04 4.583431664289220748e+02 8.300524808006019836e-08 -1.030583330964625371e-04 -6.490480748016089685e-04 2.098287891046386903e+03 9.325663315454354461e+02 -1.143075816961438423e-02 1.608581273037015813e-02 2.215317833659973621e+04 1.476862552668916578e+04 2.740173052000000025e+05 -4.327853413187197993e-04 2.797708081844316439e+03
1.056836983000000019e-04 4.604029982016232907e+02 8.454874408596024799e-08 -1.044796645663162709e-04 -6.550540927680733542e-04 2.098287883180377321e+03 9.325662724192605992e+02 -1.153655151013419262e-02 1.630754375528658054e-02 2.215317680863239366e+04 1.476862302835394075e+04 2.740172665000000270e+05 -4.367909662479255812e-04 2.797707990074199643e+03
